Id,Income,Age,Experience,Marital_Status,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
207271,2874640,50,10,single,rented,no,Web_designer,Vasai-Virar,Maharashtra,9,12,0
181622,1548035,39,14,single,rented,yes,Army_officer,Tadepalligudem,Andhra_Pradesh,4,13,0
238745,7457123,50,18,married,rented,no,Firefighter,Gandhidham,Gujarat,3,10,0
200976,1117607,53,13,married,rented,yes,Mechanical_engineer,Chandigarh_city,Chandigarh,6,10,0
217388,7002169,22,9,single,rented,yes,Financial_Analyst,Hyderabad,Telangana,8,10,0
32572,6220011,57,19,single,owned,no,Engineer,Phusro,Jharkhand,14,14,0
69108,12608,64,19,single,norent_noown,no,Physician,Dehradun,Uttarakhand,5,11,0
237237,8461148,42,17,single,rented,no,Technician,Arrah,Bihar,10,11,0
195745,2277963,33,10,married,rented,yes,Drafter,Berhampore,West_Bengal,10,11,0
74060,6447929,53,14,single,rented,yes,Firefighter,Vadodara,Gujarat,8,12,0
219706,2284152,50,2,single,owned,yes,Surgeon,Kulti,West_Bengal,2,12,0
148354,4022253,53,6,single,rented,yes,Civil_engineer,Katihar,Bihar,6,10,0
165748,9531730,62,18,single,rented,no,Computer_operator,Barasat,West_Bengal,14,12,0
216468,5288757,77,14,single,rented,no,Air_traffic_controller,Chandrapur,Maharashtra,14,14,0
80405,5515243,64,12,single,rented,no,Firefighter,Baranagar,West_Bengal,11,12,1
74301,6222541,45,19,single,norent_noown,no,Web_designer,Guntur[13],Andhra_Pradesh,11,12,1
176552,9025787,27,9,single,rented,no,Firefighter,Farrukhabad,Uttar_Pradesh,3,14,0
140815,7962325,61,17,single,rented,no,Surveyor,Bhopal,Madhya_Pradesh,12,12,0
87132,9043837,22,6,single,rented,yes,Technology_specialist,Haldia,West_Bengal,6,12,0
168896,2989320,76,13,single,rented,no,Mechanical_engineer,Ludhiana,Punjab,9,14,0
250680,8770214,30,11,single,rented,yes,Mechanical_engineer,Gurgaon,Haryana,3,10,0
29621,7428357,38,13,single,rented,yes,Computer_operator,Loni,Uttar_Pradesh,9,12,0
22072,340075,45,0,single,rented,no,Industrial_Engineer,Bulandshahr,Uttar_Pradesh,0,13,1
119114,1108464,57,20,single,rented,no,Engineer,Morena,Madhya_Pradesh,7,14,1
195943,2421681,33,8,single,rented,yes,Technology_specialist,Kurnool[18],Andhra_Pradesh,4,13,1
96399,9267569,48,11,single,rented,no,Dentist,Ghaziabad,Uttar_Pradesh,11,12,0
103617,8325446,58,1,single,rented,yes,Statistician,Bhavnagar,Gujarat,1,13,0
90760,9677982,32,15,single,rented,no,Statistician,Kanpur,Uttar_Pradesh,6,14,0
173597,4556669,50,2,single,rented,yes,Hotel_Manager,Khammam,Telangana,2,13,0
207957,3671933,78,18,single,rented,no,Financial_Analyst,Ambala,Haryana,12,12,0
136827,1337374,52,20,single,rented,yes,Army_officer,Morena,Madhya_Pradesh,9,12,0
192822,3375231,62,9,single,rented,no,Chef,Mathura,Uttar_Pradesh,9,11,0
66891,5465804,32,10,single,rented,yes,Architect,Ranchi,Jharkhand,6,12,1
1212,7998315,65,13,single,rented,no,Army_officer,Rajpur_Sonarpur,West_Bengal,4,12,0
218726,2241739,63,6,single,rented,no,Air_traffic_controller,Dehri[30],Bihar,6,14,0
111925,3466926,54,18,married,norent_noown,no,Technician,Anand,Gujarat,7,12,0
34391,3831842,58,4,single,rented,no,Civil_servant,Thrissur,Kerala,4,14,0
27836,2741381,35,17,single,rented,no,Computer_operator,Miryalaguda,Telangana,3,14,0
63850,5278563,52,8,single,rented,no,Civil_servant,Pimpri-Chinchwad,Maharashtra,5,10,0
143223,2681565,46,11,single,rented,no,Firefighter,Akola,Maharashtra,11,14,0
52736,155712,46,9,single,rented,no,Economist,Vellore,Tamil_Nadu,6,11,0
158725,583557,27,3,single,rented,no,Analyst,Bhalswa_Jahangir_Pur,Delhi,3,10,0
17176,9247929,48,4,single,rented,yes,Geologist,Surendranagar_Dudhrej,Gujarat,3,13,0
105215,6330110,74,17,single,rented,no,Geologist,Chinsurah,West_Bengal,11,13,0
227085,9700998,71,7,married,rented,yes,Technology_specialist,Madurai,Tamil_Nadu,7,10,1
242570,4754469,49,16,single,rented,no,Architect,Mau,Uttar_Pradesh,14,14,0
56435,8939580,50,3,single,rented,yes,Physician,Pallavaram,Tamil_Nadu,3,13,0
35241,6551671,23,20,married,rented,no,Chartered_Accountant,Vellore,Tamil_Nadu,8,12,0
62494,8897257,65,12,single,rented,no,Fashion_Designer,Siwan[32],Bihar,5,14,1
137228,3306272,60,3,single,owned,no,Police_officer,Sonipat,Haryana,3,13,0
133415,4279399,49,4,single,rented,yes,Microbiologist,Pallavaram,Tamil_Nadu,4,10,0
184678,8237019,76,8,single,rented,yes,Hotel_Manager,Unnao,Uttar_Pradesh,8,12,0
93874,7098144,60,1,single,rented,no,Chartered_Accountant,Dibrugarh,Assam,1,13,0
150152,5456621,60,16,single,rented,no,Analyst,Rewa,Madhya_Pradesh,9,13,0
229431,8044334,50,18,single,rented,no,Biomedical_Engineer,North_Dumdum,West_Bengal,6,10,0
78250,3486482,28,15,single,rented,yes,Industrial_Engineer,Vijayawada,Andhra_Pradesh,10,10,0
17704,450549,22,3,single,rented,yes,Official,Agra,Uttar_Pradesh,3,13,0
104568,1871303,62,16,single,owned,no,Hotel_Manager,Serampore,West_Bengal,6,12,0
171391,9776427,77,7,single,rented,yes,Lawyer,Shahjahanpur,Uttar_Pradesh,5,10,0
31688,7600658,49,3,single,rented,yes,Statistician,Bhatpara,West_Bengal,3,13,0
200002,665309,69,11,single,rented,no,Hotel_Manager,Ichalkaranji,Maharashtra,11,11,0
167400,5165629,61,0,single,rented,no,Aviator,North_Dumdum,West_Bengal,0,12,0
206827,1337006,40,20,married,rented,no,Financial_Analyst,Bharatpur,Rajasthan,10,10,0
55170,9047999,50,1,single,norent_noown,no,Surveyor,Satara,Maharashtra,1,14,0
231843,1854393,21,19,single,rented,no,Technical_writer,Surendranagar_Dudhrej,Gujarat,11,13,0
75998,5808564,65,16,married,norent_noown,no,Fashion_Designer,Ajmer,Rajasthan,14,10,0
143931,5158722,69,3,single,rented,no,Drafter,Madanapalle,Andhra_Pradesh,3,14,0
26927,3939397,52,19,single,rented,yes,Flight_attendant,Chennai,Tamil_Nadu,3,10,0
239430,9722766,36,1,single,rented,no,Engineer,Faridabad,Haryana,1,14,0
141918,7600998,66,8,single,rented,yes,Chemical_engineer,Tinsukia,Assam,8,13,1
94114,5486340,61,13,single,rented,no,Comedian,Jalandhar,Punjab,12,11,0
13257,2503015,66,18,single,rented,yes,Secretary,Jalgaon,Maharashtra,11,13,0
88518,8942790,26,0,single,rented,no,Air_traffic_controller,Bikaner,Rajasthan,0,14,0
118655,5204951,21,12,single,rented,no,Lawyer,Nellore[14][15],Andhra_Pradesh,11,14,0
77579,5783146,51,18,single,rented,no,Psychologist,Chittoor[28],Andhra_Pradesh,7,12,0
172325,4791888,69,13,single,rented,no,Chemical_engineer,Rajpur_Sonarpur,West_Bengal,3,12,0
28812,8026612,38,13,single,rented,yes,Psychologist,Patna,Bihar,9,11,0
16329,4195266,40,20,married,rented,no,Web_designer,Ajmer,Rajasthan,14,14,0
135443,9304920,44,6,single,rented,no,Physician,Dharmavaram,Andhra_Pradesh,6,11,0
168667,6814840,53,13,married,rented,no,Army_officer,Bhiwani,Haryana,3,11,0
208664,1350358,39,11,single,rented,no,Librarian,Gurgaon,Haryana,11,14,0
75455,5204951,21,12,single,rented,no,Lawyer,Nellore[14][15],Andhra_Pradesh,11,14,0
229214,7041642,40,14,single,rented,no,Mechanical_engineer,Purnia[26],Bihar,10,11,0
187539,8369027,47,6,single,rented,yes,Army_officer,Nagaon,Assam,6,11,0
143835,3301023,33,16,married,rented,no,Police_officer,Panchkula,Haryana,4,11,0
216528,7328364,73,2,single,rented,yes,Drafter,Salem,Tamil_Nadu,2,10,0
26627,1580117,22,7,single,rented,no,Librarian,Bharatpur,Rajasthan,7,13,0
51905,7128746,79,4,single,rented,no,Magistrate,Amritsar,Punjab,4,11,0
30649,428454,53,18,single,rented,no,Police_officer,Gulbarga,Karnataka,9,13,0
80738,5460816,40,16,single,rented,yes,Firefighter,Bathinda,Punjab,13,11,0
22869,7245269,37,19,single,rented,no,Surgeon,Agra,Uttar_Pradesh,10,12,0
188156,7238876,41,8,single,rented,no,Technology_specialist,Alwar,Rajasthan,8,14,0
71016,267623,32,16,single,rented,no,Lawyer,Tirunelveli,Tamil_Nadu,5,13,0
14747,1380103,33,1,single,rented,yes,Dentist,Solapur,Maharashtra,1,10,0
183527,7738866,70,6,single,rented,no,Graphic_Designer,Ramgarh,Jharkhand,6,12,0
148937,1065147,56,3,single,rented,no,Financial_Analyst,Ahmednagar,Maharashtra,3,10,0
231521,7056646,61,3,single,rented,yes,Dentist,Kottayam,Kerala,3,12,0
240402,289704,37,16,single,rented,yes,Dentist,Warangal[11][12],Telangana,11,14,1
87490,5187612,39,6,single,rented,no,Software_Developer,Ongole,Andhra_Pradesh,6,12,0
102183,5785401,27,20,single,rented,no,Firefighter,Ambala,Haryana,8,13,0
130950,7932994,57,18,single,rented,yes,Chemical_engineer,Bellary,Karnataka,12,11,0
60831,3338595,23,15,single,rented,no,Civil_engineer,Tezpur,Assam,4,10,1
195724,2909502,27,18,single,rented,no,Physician,Satna,Madhya_Pradesh,4,11,1
139391,4139062,31,11,single,rented,no,Industrial_Engineer,Sonipat,Haryana,11,13,0
243353,1218624,79,19,single,rented,no,Air_traffic_controller,Raichur,Karnataka,6,11,0
24883,8724013,79,19,single,rented,no,Economist,Morena,Madhya_Pradesh,13,12,0
48833,2429683,43,20,single,rented,no,Financial_Analyst,Siliguri,West_Bengal,14,11,1
216441,8349903,78,8,single,norent_noown,no,Surveyor,Vijayawada,Andhra_Pradesh,8,14,0
17293,9145188,54,18,single,rented,no,Firefighter,Dhanbad,Jharkhand,14,13,0
212139,450549,22,3,single,rented,yes,Official,Agra,Uttar_Pradesh,3,13,0
107316,5510241,78,14,single,rented,yes,Psychologist,Patiala,Punjab,11,11,0
245169,5158549,35,5,single,norent_noown,no,Geologist,North_Dumdum,West_Bengal,3,10,0
111829,7171645,31,10,married,rented,no,Fashion_Designer,Maheshtala,West_Bengal,5,14,0
84300,7721477,63,1,single,rented,no,Design_Engineer,Madhyamgram,West_Bengal,1,10,0
106115,2640560,23,16,single,rented,no,Statistician,Jamalpur[36],Bihar,8,11,0
44649,3887037,65,11,single,rented,no,Physician,Sultan_Pur_Majra,Delhi,6,11,0
83460,8939580,50,3,single,rented,yes,Physician,Pallavaram,Tamil_Nadu,3,13,0
12918,8593318,75,20,single,owned,no,Secretary,Jamnagar,Gujarat,7,13,1
103515,4356797,57,4,single,owned,no,Architect,Howrah,West_Bengal,4,12,0
137747,3640062,37,10,single,rented,no,Design_Engineer,Miryalaguda,Telangana,10,13,0
227232,9864907,37,11,single,rented,no,Engineer,Firozabad,Uttar_Pradesh,11,11,0
226375,3424306,59,1,single,rented,no,Computer_operator,Proddatur,Andhra_Pradesh,1,12,0
64426,2235378,30,19,single,rented,no,Physician,Erode[17],Tamil_Nadu,10,10,0
123877,1579873,35,17,single,rented,no,Technician,Buxar[37],Bihar,12,11,0
174649,779324,45,20,single,rented,no,Architect,Srinagar,Jammu_and_Kashmir,4,10,1
131607,2810048,79,7,single,rented,no,Engineer,Hapur,Uttar_Pradesh,7,13,0
209439,4347061,62,19,single,rented,yes,Surgeon,Bareilly,Uttar_Pradesh,6,11,0
171964,7176401,22,1,single,rented,no,Secretary,Rourkela,Odisha,1,11,0
144533,9884599,74,15,married,rented,no,Lawyer,Indore,Madhya_Pradesh,4,11,0
245194,6374252,49,17,single,rented,no,Magistrate,Ludhiana,Punjab,6,14,1
230046,575154,39,7,single,rented,no,Analyst,Bongaigaon,Assam,7,14,0
20688,3318035,55,4,single,rented,yes,Drafter,Vijayanagaram,Andhra_Pradesh,4,13,0
211809,3929663,50,5,single,rented,no,Mechanical_engineer,Shimla,Himachal_Pradesh,5,12,0
235142,9589769,71,4,single,rented,no,Financial_Analyst,Sangli-Miraj_&_Kupwad,Maharashtra,4,14,0
168865,9361261,38,6,single,rented,no,Engineer,Tirupati[21][22],Andhra_Pradesh,6,14,0
207056,9502583,42,7,single,rented,yes,Technician,Rajpur_Sonarpur,West_Bengal,7,10,1
207839,1092385,55,4,single,owned,no,Air_traffic_controller,Salem,Tamil_Nadu,4,12,0
47554,9936818,79,6,single,rented,no,Police_officer,Farrukhabad,Uttar_Pradesh,6,13,0
20227,2511105,74,16,single,rented,yes,Librarian,Kanpur,Uttar_Pradesh,11,14,0
121693,4145448,50,4,single,rented,no,Official,Srinagar,Jammu_and_Kashmir,4,12,1
53084,5121883,32,7,married,rented,no,Lawyer,Ludhiana,Punjab,5,12,0
84274,8306358,47,15,single,rented,no,Petroleum_Engineer,Raurkela_Industrial_Township,Odisha,14,12,0
232314,8811757,52,4,single,rented,no,Technology_specialist,Jalandhar,Punjab,4,13,0
134170,1832125,54,13,single,rented,yes,Scientist,Vijayanagaram,Andhra_Pradesh,12,14,0
218335,7097014,79,4,married,rented,no,Civil_servant,Rohtak,Haryana,4,13,0
8016,3840944,68,14,single,rented,no,Dentist,Aligarh,Uttar_Pradesh,9,12,0
26842,6394243,39,13,single,owned,no,Army_officer,Vadodara,Gujarat,13,13,0
47424,6474794,47,7,single,rented,yes,Mechanical_engineer,Bettiah[33],Bihar,5,14,0
198244,7810957,48,5,single,rented,yes,Design_Engineer,Kollam,Kerala,5,11,1
144844,2310505,34,18,single,rented,no,Psychologist,Gulbarga,Karnataka,14,10,0
223753,6107455,51,17,single,rented,yes,Consultant,"Khora,_Ghaziabad",Uttar_Pradesh,12,14,0
73013,5533812,61,13,single,owned,yes,Chartered_Accountant,Raebareli,Uttar_Pradesh,10,11,0
78018,1185318,40,3,single,rented,no,Secretary,Khammam,Telangana,3,10,0
141667,9704353,73,18,single,rented,no,Magistrate,Phusro,Jharkhand,9,12,0
51161,110437,41,8,single,rented,no,Police_officer,Gopalpur,West_Bengal,8,12,1
225705,5396603,47,1,single,rented,no,Surveyor,Rewa,Madhya_Pradesh,1,11,0
164452,3604307,22,0,single,rented,no,Geologist,Bettiah[33],Bihar,0,13,0
98684,5223754,56,3,single,rented,no,Mechanical_engineer,Sambalpur,Odisha,3,13,0
164636,5725424,73,17,single,rented,no,Scientist,Farrukhabad,Uttar_Pradesh,5,12,0
3156,7637007,48,17,single,rented,no,Dentist,Uluberia,West_Bengal,4,12,0
189036,9576258,79,18,single,rented,yes,Air_traffic_controller,Jamshedpur,Jharkhand,6,11,0
137631,1092385,55,4,single,owned,no,Air_traffic_controller,Salem,Tamil_Nadu,4,12,0
241642,7730488,63,16,single,rented,no,Design_Engineer,Jalgaon,Maharashtra,14,13,0
69050,1810939,67,15,single,rented,no,Biomedical_Engineer,Adoni,Andhra_Pradesh,4,13,0
85280,5591112,50,16,single,rented,no,Magistrate,Salem,Tamil_Nadu,9,11,0
14902,6432491,45,5,single,rented,yes,Petroleum_Engineer,Sangli-Miraj_&_Kupwad,Maharashtra,5,14,0
49712,4248868,79,11,single,rented,no,Drafter,Bilaspur,Chhattisgarh,11,13,1
29094,8593318,75,20,single,owned,no,Secretary,Jamnagar,Gujarat,7,13,0
186464,5583816,47,4,single,rented,no,Analyst,Mira-Bhayandar,Maharashtra,4,10,0
45040,9612896,30,9,single,rented,yes,Statistician,Bhimavaram,Andhra_Pradesh,5,14,0
100819,1572647,34,9,single,norent_noown,yes,Design_Engineer,Meerut,Uttar_Pradesh,9,10,0
47674,3172080,40,2,single,norent_noown,no,Computer_operator,Mangalore,Karnataka,2,11,0
247622,3447486,50,6,single,rented,no,Flight_attendant,Nadiad,Gujarat,6,14,0
25736,6917119,44,20,married,rented,yes,Physician,South_Dumdum,West_Bengal,8,11,0
199852,6227811,60,14,single,owned,no,Economist,Sirsa,Haryana,12,12,0
119746,6457218,39,3,single,rented,yes,Army_officer,Mumbai,Maharashtra,3,11,0
230877,3621233,59,8,single,rented,no,Hotel_Manager,Salem,Tamil_Nadu,6,12,0
194863,3330944,52,7,single,norent_noown,no,Biomedical_Engineer,Thanjavur,Tamil_Nadu,7,10,0
243496,4846502,69,14,single,rented,no,Surveyor,Agartala,Tripura,9,11,1
2389,6530407,54,2,single,rented,no,Engineer,Nadiad,Gujarat,2,11,0
180877,7060043,79,17,single,rented,no,Drafter,Cuttack,Odisha,13,12,1
182366,9422918,77,11,single,rented,no,Secretary,Aurangabad,Maharashtra,9,13,1
44886,8978055,60,9,single,rented,no,Web_designer,Sirsa,Haryana,9,14,0
246662,6731987,78,5,single,rented,no,Software_Developer,Serampore,West_Bengal,5,10,1
195291,8087598,44,18,single,rented,no,Chef,Noida,Uttar_Pradesh,14,11,0
158454,549784,63,4,single,owned,yes,Aviator,North_Dumdum,West_Bengal,4,13,0
130734,9806896,53,0,married,rented,no,Computer_operator,Mehsana,Gujarat,0,11,0
138273,9433222,48,14,single,rented,yes,Scientist,Silchar,Assam,10,11,1
177752,3111279,45,15,single,rented,yes,Dentist,Karimnagar,Telangana,6,13,0
109121,7876459,73,3,single,rented,yes,Design_Engineer,Visakhapatnam[4],Andhra_Pradesh,3,12,0
151115,7738866,70,6,single,rented,no,Graphic_Designer,Ramgarh,Jharkhand,6,12,0
83313,1915161,62,16,single,rented,no,Petroleum_Engineer,Salem,Tamil_Nadu,9,10,0
228489,5364419,39,9,single,rented,no,Web_designer,Agra,Uttar_Pradesh,9,10,0
198294,2188913,66,19,single,rented,no,Design_Engineer,Bharatpur,Rajasthan,3,12,0
176370,1827312,59,7,married,rented,no,Mechanical_engineer,Kozhikode,Kerala,7,12,0
41566,757592,23,5,married,rented,no,Consultant,Dehri[30],Bihar,3,10,0
20429,3734978,64,0,single,rented,no,Comedian,Silchar,Assam,0,13,0
234047,6628960,63,17,single,rented,yes,Computer_hardware_engineer,Hazaribagh,Jharkhand,5,12,0
133981,7667833,70,16,single,rented,no,Surgeon,Mau,Uttar_Pradesh,11,12,0
239019,8980580,58,8,single,rented,no,Aviator,Satara,Maharashtra,3,10,0
142695,6014798,50,1,single,rented,yes,Civil_servant,Miryalaguda,Telangana,1,14,0
101925,8622588,45,18,single,owned,no,Surgeon,Agartala,Tripura,3,12,0
16758,4449069,36,17,single,owned,yes,Magistrate,Sasaram[30],Bihar,7,11,0
88385,2411292,63,3,single,rented,no,Web_designer,Sambhal,Uttar_Pradesh,3,10,0
183215,7936020,49,13,single,rented,no,Fashion_Designer,Alwar,Rajasthan,6,11,0
194832,1462402,48,4,single,rented,no,Engineer,Malda,West_Bengal,4,11,0
171958,1178145,67,0,single,rented,no,Designer,Bijapur,Karnataka,0,11,0
33399,4839082,74,17,single,rented,yes,Engineer,Tiruchirappalli[10],Tamil_Nadu,9,14,0
14571,1387379,60,8,single,rented,no,Microbiologist,Berhampore,West_Bengal,3,12,0
238728,1288049,45,3,single,rented,no,Technology_specialist,Hazaribagh,Jharkhand,3,14,0
222422,3233784,58,9,single,rented,yes,Librarian,Hindupur,Andhra_Pradesh,9,11,0
242233,5775135,55,0,single,rented,yes,Computer_hardware_engineer,Mysore[7][8][9],Karnataka,0,10,0
20152,9482759,67,19,single,rented,no,Psychologist,Kulti,West_Bengal,12,12,1
157926,3412117,76,3,single,rented,yes,Drafter,Jaunpur,Uttar_Pradesh,3,14,1
137577,9389020,61,2,single,rented,yes,Firefighter,Saharsa[29],Bihar,2,12,0
139522,3545959,28,6,single,rented,no,Magistrate,Mangalore,Karnataka,6,13,0
62070,1363933,45,14,single,rented,yes,Artist,Jehanabad[38],Bihar,4,10,1
219286,5660822,22,17,single,rented,no,Technician,Asansol,West_Bengal,12,12,1
199155,7735112,75,11,single,rented,yes,Comedian,Khammam,Telangana,9,14,0
116642,5108631,30,2,single,rented,no,Magistrate,Morena,Madhya_Pradesh,2,10,0
209977,5502824,54,16,single,rented,yes,Civil_servant,Muzaffarnagar,Uttar_Pradesh,12,10,1
85755,9396804,66,8,married,rented,no,Industrial_Engineer,Bidhannagar,West_Bengal,8,10,0
173349,2582515,27,14,single,rented,yes,Design_Engineer,Anantapuram[24],Andhra_Pradesh,14,13,0
35110,2307941,32,18,single,norent_noown,no,Design_Engineer,Durgapur,West_Bengal,13,10,0
34888,2041208,63,6,single,rented,no,Mechanical_engineer,Kochi,Kerala,6,12,0
151256,9397962,58,3,married,rented,no,Psychologist,Saharanpur,Uttar_Pradesh,3,14,0
229429,5530303,60,2,single,rented,no,Civil_engineer,Amritsar,Punjab,2,11,0
165823,5764547,21,8,single,rented,no,Petroleum_Engineer,Thrissur,Kerala,7,10,0
20110,3804173,21,18,married,rented,yes,Scientist,Rewa,Madhya_Pradesh,8,14,0
211452,8057748,46,6,single,rented,yes,Geologist,Rajkot,Gujarat,4,11,1
10552,3160585,42,10,single,rented,no,Analyst,Srinagar,Jammu_and_Kashmir,8,10,1
98355,3553720,49,4,single,rented,no,Architect,Kottayam,Kerala,4,13,0
134620,4489950,48,13,single,rented,yes,Economist,Gudivada,Andhra_Pradesh,13,10,0
123293,6162373,42,18,single,rented,yes,Civil_engineer,Aizawl,Mizoram,4,13,0
36228,7243585,57,15,single,rented,yes,Surveyor,Maheshtala,West_Bengal,9,11,1
23864,7500815,31,18,married,rented,yes,Economist,Satara,Maharashtra,14,11,0
119916,6810655,30,11,single,rented,no,Official,Durgapur,West_Bengal,10,12,1
23158,7757255,75,0,single,rented,no,Comedian,Kalyan-Dombivli,Maharashtra,0,14,0
242095,5324288,75,7,single,rented,no,Biomedical_Engineer,Kalyan-Dombivli,Maharashtra,7,13,0
215197,5281427,29,7,single,rented,yes,Analyst,Gandhidham,Gujarat,3,13,0
52955,4937591,60,2,single,rented,no,Biomedical_Engineer,Buxar[37],Bihar,2,13,1
101158,1708734,69,11,married,rented,yes,Hotel_Manager,Rourkela,Odisha,11,11,0
247408,7934233,22,1,single,rented,no,Technician,Singrauli,Madhya_Pradesh,1,14,1
194016,8808852,56,16,single,rented,no,Web_designer,Jhansi,Uttar_Pradesh,3,14,0
190709,978225,72,0,single,rented,yes,Industrial_Engineer,Salem,Tamil_Nadu,0,13,0
